Job_Title,Company,Location,Skills,Experience_Level,Salary
AI Engineer,Tesla,"Seattle, WA","Java, AWS, Docker",Mid,166371
Data Scientist,Tesla,"Boston, MA","Java, AWS, Docker",Senior,96672
Software Engineer,Google,"San Francisco, CA","Python, SQL, Machine Learning",Entry,129109
DevOps Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,94593
Machine Learning Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Entry,69815
Data Scientist,Google,"Seattle, WA","Java, AWS, Docker",Entry,81302
Software Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Entry,145140
Machine Learning Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Mid,133356
DevOps Engineer,Google,"New York, NY","Python, SQL, Machine Learning",Entry,109282
Machine Learning Engineer,Tesla,"New York, NY","C++, Deep Learning, TensorFlow",Entry,188451
Software Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,181347
Machine Learning Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Entry,83814
AI Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,141673
Machine Learning Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Senior,111940
Data Scientist,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Entry,146796
Data Scientist,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Entry,96476
AI Engineer,Google,"New York, NY","Python, Pandas, Data Science",Entry,192841
Software Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Entry,102278
Data Scientist,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Entry,75634
DevOps Engineer,Google,"Austin, TX","Java, AWS, Docker",Mid,186259
Data Scientist,Facebook,"San Francisco, CA","Java, AWS, Docker",Entry,112196
Data Scientist,Amazon,"Boston, MA","Python, Pandas, Data Science",Entry,158679
Software Engineer,Facebook,"Boston, MA","Python, SQL, Machine Learning",Mid,190861
Machine Learning Engineer,Microsoft,"New York, NY","Java, AWS, Docker",Mid,79420
Data Scientist,Google,"New York, NY","C++, Deep Learning, TensorFlow",Entry,66218
AI Engineer,Microsoft,"Austin, TX","Python, SQL, Machine Learning",Entry,184283
Machine Learning Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Entry,124057
DevOps Engineer,Tesla,"Seattle, WA","JavaScript, React, Node.js",Senior,138609
Software Engineer,Amazon,"New York, NY","Python, SQL, Machine Learning",Senior,183108
DevOps Engineer,Tesla,"Seattle, WA","Python, Pandas, Data Science",Entry,70046
Machine Learning Engineer,Tesla,"Seattle, WA","JavaScript, React, Node.js",Mid,177462
Machine Learning Engineer,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Entry,169345
Machine Learning Engineer,Amazon,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,97117
DevOps Engineer,Google,"San Francisco, CA","JavaScript, React, Node.js",Mid,189980
Machine Learning Engineer,Google,"New York, NY","Java, AWS, Docker",Mid,196037
DevOps Engineer,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Entry,77373
Machine Learning Engineer,Google,"San Francisco, CA","Java, AWS, Docker",Entry,105452
AI Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,66654
Machine Learning Engineer,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,183319
DevOps Engineer,Tesla,"New York, NY","Python, SQL, Machine Learning",Senior,165646
Data Scientist,Tesla,"Austin, TX","JavaScript, React, Node.js",Senior,86583
Machine Learning Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Mid,154242
Data Scientist,Google,"New York, NY","C++, Deep Learning, TensorFlow",Entry,197432
AI Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Mid,113968
Software Engineer,Amazon,"Boston, MA","Python, Pandas, Data Science",Senior,194815
AI Engineer,Facebook,"New York, NY","JavaScript, React, Node.js",Entry,198231
Machine Learning Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,191590
Data Scientist,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Mid,76652
Data Scientist,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Senior,173114
DevOps Engineer,Tesla,"New York, NY","Python, SQL, Machine Learning",Mid,162489
Data Scientist,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,137001
DevOps Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Senior,184269
Software Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Senior,136757
Machine Learning Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Entry,84395
DevOps Engineer,Microsoft,"Austin, TX","Python, SQL, Machine Learning",Senior,193407
Software Engineer,Facebook,"San Francisco, CA","Python, Pandas, Data Science",Mid,161978
Data Scientist,Facebook,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,191572
Data Scientist,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Senior,184541
Software Engineer,Google,"Boston, MA","Python, SQL, Machine Learning",Entry,68083
Data Scientist,Google,"Seattle, WA","JavaScript, React, Node.js",Mid,166598
Software Engineer,Amazon,"Boston, MA","JavaScript, React, Node.js",Entry,196615
DevOps Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Mid,156171
DevOps Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Mid,180423
Software Engineer,Tesla,"New York, NY","JavaScript, React, Node.js",Senior,66613
DevOps Engineer,Amazon,"Austin, TX","Python, Pandas, Data Science",Senior,170033
DevOps Engineer,Tesla,"San Francisco, CA","Java, AWS, Docker",Entry,136202
DevOps Engineer,Tesla,"San Francisco, CA","Java, AWS, Docker",Senior,145666
AI Engineer,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Mid,82068
Machine Learning Engineer,Google,"Seattle, WA","JavaScript, React, Node.js",Mid,109057
Data Scientist,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Entry,78946
AI Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,145237
DevOps Engineer,Facebook,"New York, NY","Java, AWS, Docker",Mid,65769
Software Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Senior,121340
DevOps Engineer,Facebook,"San Francisco, CA","Java, AWS, Docker",Senior,139199
Machine Learning Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Entry,164222
DevOps Engineer,Microsoft,"San Francisco, CA","Python, Pandas, Data Science",Entry,93434
Software Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,82102
Machine Learning Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Mid,81536
DevOps Engineer,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Entry,164639
Machine Learning Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Mid,110775
Data Scientist,Microsoft,"New York, NY","Java, AWS, Docker",Entry,91147
Data Scientist,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Entry,110526
DevOps Engineer,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Senior,164663
Machine Learning Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,172180
Software Engineer,Google,"New York, NY","JavaScript, React, Node.js",Mid,184233
DevOps Engineer,Microsoft,"San Francisco, CA","Python, Pandas, Data Science",Senior,83088
Data Scientist,Microsoft,"New York, NY","JavaScript, React, Node.js",Senior,128464
Data Scientist,Google,"Boston, MA","JavaScript, React, Node.js",Mid,165921
DevOps Engineer,Microsoft,"San Francisco, CA","Python, Pandas, Data Science",Mid,119998
Machine Learning Engineer,Amazon,"Boston, MA","Java, AWS, Docker",Mid,100382
Data Scientist,Microsoft,"Austin, TX","JavaScript, React, Node.js",Entry,88184
Machine Learning Engineer,Facebook,"Boston, MA","Python, SQL, Machine Learning",Senior,97739
Data Scientist,Tesla,"Austin, TX","JavaScript, React, Node.js",Entry,187937
Data Scientist,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Entry,199461
AI Engineer,Facebook,"Austin, TX","Python, Pandas, Data Science",Entry,77352
Data Scientist,Google,"San Francisco, CA","JavaScript, React, Node.js",Entry,186788
Software Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Senior,177843
DevOps Engineer,Tesla,"Seattle, WA","Python, Pandas, Data Science",Senior,91828
DevOps Engineer,Tesla,"San Francisco, CA","Java, AWS, Docker",Entry,128040
Machine Learning Engineer,Google,"Austin, TX","JavaScript, React, Node.js",Mid,154279
Data Scientist,Google,"Seattle, WA","Python, SQL, Machine Learning",Senior,154430
Software Engineer,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Entry,175957
Machine Learning Engineer,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Mid,77748
AI Engineer,Google,"Boston, MA","Java, AWS, Docker",Mid,148636
Machine Learning Engineer,Microsoft,"Boston, MA","Java, AWS, Docker",Entry,175158
Machine Learning Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Senior,70246
Data Scientist,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Mid,119395
AI Engineer,Microsoft,"Boston, MA","Python, Pandas, Data Science",Senior,110300
Machine Learning Engineer,Tesla,"San Francisco, CA","Java, AWS, Docker",Senior,194158
Software Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Mid,74860
Software Engineer,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Entry,77013
DevOps Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Mid,198479
AI Engineer,Facebook,"New York, NY","JavaScript, React, Node.js",Mid,93542
AI Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Senior,84935
DevOps Engineer,Google,"Boston, MA","Java, AWS, Docker",Entry,109079
Machine Learning Engineer,Tesla,"Boston, MA","Java, AWS, Docker",Senior,94111
AI Engineer,Facebook,"Austin, TX","Python, Pandas, Data Science",Mid,116550
Software Engineer,Microsoft,"San Francisco, CA","Java, AWS, Docker",Entry,136955
Software Engineer,Facebook,"Seattle, WA","Python, Pandas, Data Science",Entry,100565
Data Scientist,Tesla,"Boston, MA","Python, SQL, Machine Learning",Entry,79283
AI Engineer,Google,"New York, NY","Java, AWS, Docker",Entry,126470
Machine Learning Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Entry,146916
DevOps Engineer,Amazon,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,139552
DevOps Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Mid,98233
Machine Learning Engineer,Microsoft,"Seattle, WA","C++, Deep Learning, TensorFlow",Mid,82695
Data Scientist,Tesla,"Austin, TX","Java, AWS, Docker",Senior,186440
DevOps Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Entry,141257
AI Engineer,Microsoft,"Boston, MA","Java, AWS, Docker",Entry,61505
Data Scientist,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Mid,196435
AI Engineer,Microsoft,"Seattle, WA","Java, AWS, Docker",Entry,103614
Software Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Senior,61010
Data Scientist,Google,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,190560
DevOps Engineer,Tesla,"San Francisco, CA","Java, AWS, Docker",Entry,129393
Data Scientist,Microsoft,"Boston, MA","Python, SQL, Machine Learning",Senior,124512
Data Scientist,Amazon,"Boston, MA","Java, AWS, Docker",Mid,158026
Data Scientist,Facebook,"Boston, MA","Python, SQL, Machine Learning",Mid,135656
Data Scientist,Microsoft,"Boston, MA","JavaScript, React, Node.js",Entry,157686
AI Engineer,Google,"Boston, MA","Java, AWS, Docker",Senior,75489
Software Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Mid,119789
Machine Learning Engineer,Facebook,"New York, NY","C++, Deep Learning, TensorFlow",Mid,129925
Data Scientist,Amazon,"Austin, TX","Python, SQL, Machine Learning",Mid,109703
DevOps Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,136625
Data Scientist,Amazon,"Austin, TX","Python, SQL, Machine Learning",Senior,167535
DevOps Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Entry,63051
AI Engineer,Amazon,"Seattle, WA","Python, Pandas, Data Science",Mid,88805
DevOps Engineer,Google,"Boston, MA","Java, AWS, Docker",Senior,154978
Machine Learning Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Entry,104557
Software Engineer,Facebook,"New York, NY","Python, SQL, Machine Learning",Mid,193627
DevOps Engineer,Tesla,"Seattle, WA","Python, SQL, Machine Learning",Mid,110241
DevOps Engineer,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Entry,187838
Software Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Mid,125994
Machine Learning Engineer,Tesla,"Boston, MA","Java, AWS, Docker",Mid,174005
Data Scientist,Tesla,"New York, NY","C++, Deep Learning, TensorFlow",Senior,76066
DevOps Engineer,Microsoft,"Seattle, WA","Python, Pandas, Data Science",Mid,195793
Software Engineer,Microsoft,"New York, NY","Java, AWS, Docker",Entry,137982
AI Engineer,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Senior,66304
Software Engineer,Facebook,"Boston, MA","Java, AWS, Docker",Entry,102967
AI Engineer,Google,"Seattle, WA","JavaScript, React, Node.js",Mid,138763
Machine Learning Engineer,Google,"Seattle, WA","Python, SQL, Machine Learning",Senior,100462
Data Scientist,Microsoft,"Austin, TX","Python, Pandas, Data Science",Senior,180356
Software Engineer,Microsoft,"Boston, MA","Python, SQL, Machine Learning",Senior,131834
DevOps Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Senior,171023
Machine Learning Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Entry,177771
Software Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,135842
DevOps Engineer,Amazon,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,62589
Software Engineer,Google,"Boston, MA","Java, AWS, Docker",Senior,185023
AI Engineer,Amazon,"San Francisco, CA","Java, AWS, Docker",Mid,114918
Software Engineer,Tesla,"Austin, TX","Python, Pandas, Data Science",Entry,67711
Software Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Mid,119430
Software Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Entry,162605
Machine Learning Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Entry,63970
Software Engineer,Facebook,"New York, NY","Python, SQL, Machine Learning",Mid,129535
DevOps Engineer,Google,"New York, NY","Python, SQL, Machine Learning",Entry,146570
AI Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,181315
AI Engineer,Facebook,"Austin, TX","JavaScript, React, Node.js",Entry,172111
Software Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Entry,101730
Machine Learning Engineer,Tesla,"Austin, TX","Java, AWS, Docker",Senior,183252
Machine Learning Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Mid,197022
DevOps Engineer,Tesla,"Boston, MA","JavaScript, React, Node.js",Senior,123944
Software Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Entry,167437
AI Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Mid,186794
Machine Learning Engineer,Amazon,"Austin, TX","Python, Pandas, Data Science",Entry,132123
Software Engineer,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,82880
Machine Learning Engineer,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Senior,147829
Machine Learning Engineer,Tesla,"Seattle, WA","Python, Pandas, Data Science",Mid,192633
AI Engineer,Microsoft,"San Francisco, CA","Java, AWS, Docker",Entry,113205
Data Scientist,Tesla,"Seattle, WA","C++, Deep Learning, TensorFlow",Mid,166948
DevOps Engineer,Facebook,"New York, NY","Python, Pandas, Data Science",Mid,119810
DevOps Engineer,Microsoft,"Seattle, WA","Python, Pandas, Data Science",Senior,173089
AI Engineer,Google,"San Francisco, CA","Python, SQL, Machine Learning",Entry,124482
Machine Learning Engineer,Google,"Seattle, WA","Java, AWS, Docker",Mid,129192
Software Engineer,Facebook,"Boston, MA","Python, Pandas, Data Science",Senior,147154
Machine Learning Engineer,Tesla,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,146066
AI Engineer,Amazon,"New York, NY","Python, Pandas, Data Science",Entry,188514
DevOps Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Mid,92977
Machine Learning Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,64983
DevOps Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,109029
Software Engineer,Google,"Austin, TX","Python, Pandas, Data Science",Mid,182668
DevOps Engineer,Microsoft,"Austin, TX","Python, SQL, Machine Learning",Entry,102837
DevOps Engineer,Facebook,"New York, NY","C++, Deep Learning, TensorFlow",Senior,177512
Data Scientist,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Senior,126786
Data Scientist,Facebook,"New York, NY","Python, SQL, Machine Learning",Mid,64758
Data Scientist,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Entry,162667
DevOps Engineer,Google,"Boston, MA","Python, SQL, Machine Learning",Entry,168119
AI Engineer,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Entry,160157
DevOps Engineer,Facebook,"Boston, MA","Python, SQL, Machine Learning",Entry,142673
AI Engineer,Tesla,"San Francisco, CA","Python, Pandas, Data Science",Entry,157639
AI Engineer,Google,"Seattle, WA","Python, SQL, Machine Learning",Entry,192940
Data Scientist,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Mid,174869
Machine Learning Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Senior,79728
Software Engineer,Amazon,"Seattle, WA","JavaScript, React, Node.js",Senior,163542
Data Scientist,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,153565
Data Scientist,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Senior,185019
Machine Learning Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Entry,196352
Software Engineer,Facebook,"New York, NY","Python, Pandas, Data Science",Entry,162548
DevOps Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Senior,193236
